Título;Downloads;URL
The Country of the Blind, and Other Stories;11741 downloads;https://www.gutenberg.org/ebooks/11870
Le comte de Monte-Cristo, Tome I (French);11737 downloads;https://www.gutenberg.org/ebooks/17989
Nicholas Nickleby;11712 downloads;https://www.gutenberg.org/ebooks/967
Kidnapped;11617 downloads;https://www.gutenberg.org/ebooks/421
The Woman in White;11614 downloads;https://www.gutenberg.org/ebooks/583
Triplanetary;11603 downloads;https://www.gutenberg.org/ebooks/20782
"Moby-Dick; or, The Whale";11561 downloads;https://www.gutenberg.org/ebooks/15
Best Russian Short Stories;11543 downloads;https://www.gutenberg.org/ebooks/13437
Martin Eden;11512 downloads;https://www.gutenberg.org/ebooks/1056
The Pilgrim's Progress from this world to that which is to come;11487 downloads;https://www.gutenberg.org/ebooks/131
The lesser Key of Solomon, Goetia, the book of evil spirits :  contains two hundred diagrams and seals for invocation and convocation of spirits, necromancy, witchcraft and black art;11484 downloads;https://www.gutenberg.org/ebooks/72679
Old Granny Fox;11478 downloads;https://www.gutenberg.org/ebooks/4980
The Angel in the House;11465 downloads;https://www.gutenberg.org/ebooks/4099
Flatland: A Romance of Many Dimensions;11453 downloads;https://www.gutenberg.org/ebooks/201
Meditations;11419 downloads;https://www.gutenberg.org/ebooks/2680
An Occurrence at Owl Creek Bridge;11392 downloads;https://www.gutenberg.org/ebooks/375
The Castle of Otranto;11376 downloads;https://www.gutenberg.org/ebooks/696
The Subjection of Women;11340 downloads;https://www.gutenberg.org/ebooks/27083
The History of Cuba, vol. 4;11285 downloads;https://www.gutenberg.org/ebooks/33848
The Age of Innocence;11283 downloads;https://www.gutenberg.org/ebooks/541
Japanese Girls and Women;11261 downloads;https://www.gutenberg.org/ebooks/32449
The Gods of Mars;11249 downloads;https://www.gutenberg.org/ebooks/64
Pollyanna;11248 downloads;https://www.gutenberg.org/ebooks/1450
The Forsyte Saga, Volume I.;11222 downloads;https://www.gutenberg.org/ebooks/2559
Plutarch's Morals;11195 downloads;https://www.gutenberg.org/ebooks/23639
Adventures of Sherlock Holmes;11194 downloads;https://www.gutenberg.org/ebooks/48320
The Works of Edgar Allan Poe, The Raven Edition;11185 downloads;https://www.gutenberg.org/ebooks/25525
Skylark Three;11138 downloads;https://www.gutenberg.org/ebooks/21051
The Garden Party, and Other Stories;11123 downloads;https://www.gutenberg.org/ebooks/1429
Principles of Political Economy;11110 downloads;https://www.gutenberg.org/ebooks/30107
A Vindication of the Rights of Woman;11104 downloads;https://www.gutenberg.org/ebooks/3420
The Shunned House;11099 downloads;https://www.gutenberg.org/ebooks/31469
A farewell to arms;11092 downloads;https://www.gutenberg.org/ebooks/75201
The Wonderful Wizard of Oz;11082 downloads;https://www.gutenberg.org/ebooks/43936
The Marching Morons;11081 downloads;https://www.gutenberg.org/ebooks/51233
L'île mystérieuse (French);11075 downloads;https://www.gutenberg.org/ebooks/14287
Moby Multiple Language Lists of Common Words;11070 downloads;https://www.gutenberg.org/ebooks/3206
Off on a Comet! a Journey through Planetary Space;11066 downloads;https://www.gutenberg.org/ebooks/1353
Notes sur l'Amour (French);11044 downloads;https://www.gutenberg.org/ebooks/68821
The Merry Adventures of Robin Hood;11032 downloads;https://www.gutenberg.org/ebooks/10148
Baron Trump's Marvellous Underground Journey;10988 downloads;https://www.gutenberg.org/ebooks/57426
Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World;10986 downloads;https://www.gutenberg.org/ebooks/2488
The Descent of Man, and Selection in Relation to Sex;10977 downloads;https://www.gutenberg.org/ebooks/2300
Voyage au Centre de la Terre (French);10961 downloads;https://www.gutenberg.org/ebooks/4791
The Revolt on Venus;10951 downloads;https://www.gutenberg.org/ebooks/19027
Armageddon—2419 A.D.;10948 downloads;https://www.gutenberg.org/ebooks/32530
Calculus Made Easy;10946 downloads;https://www.gutenberg.org/ebooks/33283
The Tunnel Under the World;10942 downloads;https://www.gutenberg.org/ebooks/31979
The Social Contract & Discourses;10914 downloads;https://www.gutenberg.org/ebooks/46333
Leviathan;10910 downloads;https://www.gutenberg.org/ebooks/3207
"The Last of the Mohicans; A narrative of 1757";10883 downloads;https://www.gutenberg.org/ebooks/940
Piper in the Woods;10875 downloads;https://www.gutenberg.org/ebooks/32832
"Life in the Iron-Mills; Or, The Korl Woman";10863 downloads;https://www.gutenberg.org/ebooks/876
El arte de amar (Spanish);10845 downloads;https://www.gutenberg.org/ebooks/67961
The Wonderful Wizard of Oz;10843 downloads;https://www.gutenberg.org/ebooks/55
Salomé: A Tragedy in One Act;10808 downloads;https://www.gutenberg.org/ebooks/42704
The Duchess of Malfi;10798 downloads;https://www.gutenberg.org/ebooks/2232
Three Contributions to the Theory of Sex;10790 downloads;https://www.gutenberg.org/ebooks/14969
The History of Prostitution: Its Extent, Causes, and Effects throughout the World;10786 downloads;https://www.gutenberg.org/ebooks/41873
Mathilda;10772 downloads;https://www.gutenberg.org/ebooks/15238
Agnes Grey;10768 downloads;https://www.gutenberg.org/ebooks/767
The Chessmen of Mars;10736 downloads;https://www.gutenberg.org/ebooks/1153
Daddy-Long-Legs;10735 downloads;https://www.gutenberg.org/ebooks/40426
Omnilingual;10733 downloads;https://www.gutenberg.org/ebooks/19445
With the Night Mail: A Story of 2000 A.D.;10733 downloads;https://www.gutenberg.org/ebooks/29135
Pygmalion's Spectacles;10728 downloads;https://www.gutenberg.org/ebooks/22893
The World Set Free;10712 downloads;https://www.gutenberg.org/ebooks/1059
Woman in the Nineteenth Century;10697 downloads;https://www.gutenberg.org/ebooks/8642
Shadows in the Moonlight;10695 downloads;https://www.gutenberg.org/ebooks/42188
Greener Than You Think;10695 downloads;https://www.gutenberg.org/ebooks/24246
Tarrano the Conqueror;10684 downloads;https://www.gutenberg.org/ebooks/21638
History of Woman Suffrage, Volume III;10651 downloads;https://www.gutenberg.org/ebooks/28556
The Night Land;10644 downloads;https://www.gutenberg.org/ebooks/10662
The Moon and Sixpence;10640 downloads;https://www.gutenberg.org/ebooks/222
The Door in the Wall, and Other Stories;10611 downloads;https://www.gutenberg.org/ebooks/456
"From the Earth to the Moon; and, Round the Moon";10603 downloads;https://www.gutenberg.org/ebooks/83
In Defense of Women;10590 downloads;https://www.gutenberg.org/ebooks/1270
The Yeoman Adventurer;10589 downloads;https://www.gutenberg.org/ebooks/7326
Othello, the Moor of Venice;10583 downloads;https://www.gutenberg.org/ebooks/1531
"Maria; Or, The Wrongs of Woman";10577 downloads;https://www.gutenberg.org/ebooks/134
Indian Currency and Finance;10568 downloads;https://www.gutenberg.org/ebooks/49166
"Clarissa Harlowe; or the history of a young lady — Volume 1";10555 downloads;https://www.gutenberg.org/ebooks/9296
The Hanging Stranger;10543 downloads;https://www.gutenberg.org/ebooks/41562
The warlord of Mars;10541 downloads;https://www.gutenberg.org/ebooks/68
A Journey into the Interior of the Earth;10532 downloads;https://www.gutenberg.org/ebooks/3748
Astounding Stories of Super-Science February 1930;10527 downloads;https://www.gutenberg.org/ebooks/28617
The Land That Time Forgot;10526 downloads;https://www.gutenberg.org/ebooks/551
Flatland: A Romance of Many Dimensions;10504 downloads;https://www.gutenberg.org/ebooks/97
Mrs. Warren's Daughter: A Story of the Woman's Movement;10495 downloads;https://www.gutenberg.org/ebooks/15380
The Ladies Book of Useful Information;10488 downloads;https://www.gutenberg.org/ebooks/26368
The Stolen Bacillus and Other Incidents;10484 downloads;https://www.gutenberg.org/ebooks/12750
Tales of Space and Time;10483 downloads;https://www.gutenberg.org/ebooks/27365
"Twelfth Night; Or, What You Will";10477 downloads;https://www.gutenberg.org/ebooks/1526
Death in Venice;10475 downloads;https://www.gutenberg.org/ebooks/66073
Woman in Science;10474 downloads;https://www.gutenberg.org/ebooks/34912
Twelve Stories and a Dream;10473 downloads;https://www.gutenberg.org/ebooks/1743
History of Woman Suffrage, Volume I;10472 downloads;https://www.gutenberg.org/ebooks/28020
Thuvia, Maid of Mars;10472 downloads;https://www.gutenberg.org/ebooks/72
The Variable Man;10468 downloads;https://www.gutenberg.org/ebooks/32154
The Dunwich Horror;10457 downloads;https://www.gutenberg.org/ebooks/50133
Sex & Character;10455 downloads;https://www.gutenberg.org/ebooks/61729
Der Skorpion. Band 1 (German);10455 downloads;https://www.gutenberg.org/ebooks/75397
Looking Backward, 2000 to 1887;10451 downloads;https://www.gutenberg.org/ebooks/624
The Hungry Stones, and Other Stories;10438 downloads;https://www.gutenberg.org/ebooks/2518
My Life and Loves, Vol. 1 (of 4);10437 downloads;https://www.gutenberg.org/ebooks/59827
What a Young Woman Ought to Know;10433 downloads;https://www.gutenberg.org/ebooks/28458
Woman, Church & State;10430 downloads;https://www.gutenberg.org/ebooks/45580
Reminiscences of a Stock Operator;10424 downloads;https://www.gutenberg.org/ebooks/60979
The Hour of the Dragon;10423 downloads;https://www.gutenberg.org/ebooks/42243
Pag Susulatan nang Dalauang Binibini na si Urbana at ni Feliza (Tagalog);10421 downloads;https://www.gutenberg.org/ebooks/15980
The History of the Standard Oil Company;10418 downloads;https://www.gutenberg.org/ebooks/60692
Romantic Love and Personal Beauty;10416 downloads;https://www.gutenberg.org/ebooks/60054
Beyond Lies the Wub;10415 downloads;https://www.gutenberg.org/ebooks/28554
The Big Trip Up Yonder;10403 downloads;https://www.gutenberg.org/ebooks/30240
Woman under socialism;10384 downloads;https://www.gutenberg.org/ebooks/30646
One Woman's Life;10381 downloads;https://www.gutenberg.org/ebooks/19656
The Economic Consequences of the Peace;10377 downloads;https://www.gutenberg.org/ebooks/15776
"Eighty Years and More; Reminiscences 1815-1897";10372 downloads;https://www.gutenberg.org/ebooks/11982
Sex and Society: Studies in the Social Psychology of Sex;10353 downloads;https://www.gutenberg.org/ebooks/15015
Ann Veronica: A Modern Love Story;10351 downloads;https://www.gutenberg.org/ebooks/524
Woman;10350 downloads;https://www.gutenberg.org/ebooks/21840
The Hyborian Age;10348 downloads;https://www.gutenberg.org/ebooks/42182
The History of Cuba, vol. 2;10332 downloads;https://www.gutenberg.org/ebooks/37676
The Quest of the Silver Fleece: A Novel;10324 downloads;https://www.gutenberg.org/ebooks/15265
The Knights of Arthur;10318 downloads;https://www.gutenberg.org/ebooks/32004
Little Fuzzy;10317 downloads;https://www.gutenberg.org/ebooks/18137
My own story;10315 downloads;https://www.gutenberg.org/ebooks/34856
"The Deipnosophists; or, Banquet of the Learned of Athenæus, Vol. 1 (of 3)";10308 downloads;https://www.gutenberg.org/ebooks/36921
Vingt mille Lieues Sous Les Mers — Complete (French);10306 downloads;https://www.gutenberg.org/ebooks/5097
Lone Star Planet;10303 downloads;https://www.gutenberg.org/ebooks/20121
The Skull;10301 downloads;https://www.gutenberg.org/ebooks/30255
Anarchism and Other Essays;10299 downloads;https://www.gutenberg.org/ebooks/2162
The People of the Black Circle;10288 downloads;https://www.gutenberg.org/ebooks/42259
Work: A Story of Experience;10281 downloads;https://www.gutenberg.org/ebooks/4770
A Martian Odyssey;10260 downloads;https://www.gutenberg.org/ebooks/23731
A Voyage to Arcturus;10260 downloads;https://www.gutenberg.org/ebooks/1329
The Sleeper Awakes;10260 downloads;https://www.gutenberg.org/ebooks/12163
Youth;10260 downloads;https://www.gutenberg.org/ebooks/31547
Phallic Worship;10259 downloads;https://www.gutenberg.org/ebooks/67969
A serious proposal to the Ladies, for the advancement of their true and greatest interest (In Two Parts);10256 downloads;https://www.gutenberg.org/ebooks/54984
Selected Works of Voltairine de Cleyre;10238 downloads;https://www.gutenberg.org/ebooks/43098
The Game of Rat and Dragon;10233 downloads;https://www.gutenberg.org/ebooks/29614
The History of Woman Suffrage, Volume V;10226 downloads;https://www.gutenberg.org/ebooks/29878
The Mummy! A Tale of the Twenty-Second Century;10217 downloads;https://www.gutenberg.org/ebooks/56426
The Sexual Life of Our Time in Its Relations to Modern Civilization;10213 downloads;https://www.gutenberg.org/ebooks/60968
The Sex Worship and Symbolism of Primitive Races: An Interpretation;10210 downloads;https://www.gutenberg.org/ebooks/30750
The Romance of Biography (Vol 1 of 2);10209 downloads;https://www.gutenberg.org/ebooks/35382
The Erotic Motive in Literature;10206 downloads;https://www.gutenberg.org/ebooks/56779
Wanderfoot (The Dream Ship);10198 downloads;https://www.gutenberg.org/ebooks/40059
The Authoress of the Odyssey;10195 downloads;https://www.gutenberg.org/ebooks/49324
Writings in the United Amateur, 1915-1922;10193 downloads;https://www.gutenberg.org/ebooks/30637
A espada de Alexandre (Portuguese);10183 downloads;https://www.gutenberg.org/ebooks/32003
The History of Woman Suffrage, Volume IV;10179 downloads;https://www.gutenberg.org/ebooks/29870
The History of Cuba, vol. 5;10178 downloads;https://www.gutenberg.org/ebooks/41267
"The God-Idea of the Ancients; Or, Sex in Religion";10177 downloads;https://www.gutenberg.org/ebooks/639
The Sexual Life of the Child;10171 downloads;https://www.gutenberg.org/ebooks/28402
Mary: A Fiction;10169 downloads;https://www.gutenberg.org/ebooks/16357
Searchlights on Health: The Science of Eugenics;10161 downloads;https://www.gutenberg.org/ebooks/13444
The well of loneliness;10156 downloads;https://www.gutenberg.org/ebooks/73042
Historia Amoris: A History of Love, Ancient and Modern;10154 downloads;https://www.gutenberg.org/ebooks/32512
Woman—through a man's eyeglass;10147 downloads;https://www.gutenberg.org/ebooks/76008
Working Women of Japan;10145 downloads;https://www.gutenberg.org/ebooks/35511
Die Frauenfrage: ihre geschichtliche Entwicklung und wirtschaftliche Seite (German);10138 downloads;https://www.gutenberg.org/ebooks/14075
Space Viking;10136 downloads;https://www.gutenberg.org/ebooks/20728
"De l'Amour (French)";10133 downloads;https://www.gutenberg.org/ebooks/60882
What Every Girl Should Know;10132 downloads;https://www.gutenberg.org/ebooks/52888
The Planet Savers;10131 downloads;https://www.gutenberg.org/ebooks/31619
Memoirs of the Author of a Vindication of the Rights of Woman;10122 downloads;https://www.gutenberg.org/ebooks/16199
Amy Foster;10119 downloads;https://www.gutenberg.org/ebooks/495
Are Women People? A Book of Rhymes for Suffrage Times;10114 downloads;https://www.gutenberg.org/ebooks/11689
Religion and Lust;10106 downloads;https://www.gutenberg.org/ebooks/26071
"The Sins of the Cities of the Plain; or, The Recollections of a Mary-Ann";10087 downloads;https://www.gutenberg.org/ebooks/53964
Emily Brontë;10077 downloads;https://www.gutenberg.org/ebooks/25789
I divoratori: romanzo (Italian);10075 downloads;https://www.gutenberg.org/ebooks/34983
The Secret of the Ninth Planet;10072 downloads;https://www.gutenberg.org/ebooks/33644
The ugly-girl papers :  or, Hints for the toilet;10065 downloads;https://www.gutenberg.org/ebooks/75279
"Sex in Education; or, A Fair Chance for Girls";10052 downloads;https://www.gutenberg.org/ebooks/18504
Phallic Miscellanies;10048 downloads;https://www.gutenberg.org/ebooks/36254
Monsieur Vénus (French);10028 downloads;https://www.gutenberg.org/ebooks/36528
"The Man-Made World; Or, Our Androcentric Culture";10005 downloads;https://www.gutenberg.org/ebooks/3015
The intelligent woman's guide to socialism and capitalism;10000 downloads;https://www.gutenberg.org/ebooks/75859
A Short History of Women's Rights;9989 downloads;https://www.gutenberg.org/ebooks/11672
The Position of Woman in Primitive Society: A Study of the Matriarchy;9984 downloads;https://www.gutenberg.org/ebooks/31500
